Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"1608676","","The Real Incredible Kids","1307 SANDY LN ","BAYTOWN","TX","77520","HARRIS",281-837-5155,"Licensed Center - Child Care Program","Full Permit",7/12/2016,34,"","1224158","","Y","Y","Y","Y"
"989086","","The Rose of Sharon Licensed Home Academy","3806 WICHITA ST ","HOUSTON","TX","77004","HARRIS",713-526-9888,"Licensed Child-Care Home","Full Permit",12/1/2009,12,"pretty9939@aol.com","469848","","Y","Y","Y","Y"
"1496914","","The School For Creative Learning, Inc.","17325 RED OAK DR ","HOUSTON","TX","77090","HARRIS",281-397-8400,"Licensed Center - Child Care Program","Full Permit",3/11/2013,169,"","1090081","","Y","Y","Y","Y"
"1645655","","The Seedlings Montessori School","19414 CYPRESS NORTH HOUSTON RD ","CYPRESS","TX","77433","HARRIS",281-205-8120,"Licensed Center - Child Care Program","Initial",1/30/2017,217,"","1268304","","Y","Y","Y","Y"
"117305","","The Shlenker School","5600 N BRAESWOOD BLVD ","HOUSTON","TX","77096","HARRIS",713-270-6127,"Licensed Center - Child Care Program","Full Permit",11/10/1986,175,"jbarnhart@shlenker.org","96194","","Y","Y","Y","Y"
"1204546","","The Station of Imagination Child Care, LLC","7030 ADDICKS CLODINE RD STE 109","HOUSTON","TX","77083","HARRIS",281-495-2273,"Licensed Center - Child Care Program","Full Permit",2/11/2011,92,"rdoneley@yahoo.com","732788","","Y","Y","Y","Y"
"1640243","","The Village Learning Center","15201 PHILIPPINE ST ","JERSEY VILLAGE","TX","77040","HARRIS",713-937-9993,"Licensed Center - Child Care Program","Full Permit",12/23/2016,95,"livelaughterlearn@yahoo.com","1262209","","Y","Y","Y","Y"
"889138","","The Wearhouse Kids 2","6380 ROGERDALE RD ","HOUSTON","TX","77072","HARRIS",281-776-7640,"Licensed Center - Child Care Program","Full Permit",1/28/2008,69,"","344614","","Y","Y","Y","N"
"1633991","","The Whats Up Club","485A MAXEY RD ","HOUSTON","TX","77013","HARRIS",832-860-1411,"Licensed Center - School Age Program","Initial",9/22/2016,120,"vanessacrawford1952@yahoo.com","1255181","","N","N","N","Y"
"1353594","","The Wiggle Room","1107 VISTA RD ","PASADENA","TX","77504","HARRIS",281-870-2897,"Licensed Center - Child Care Program","Full Permit",1/23/2012,259,"","915587","","Y","Y","Y","Y"
"201867","","The Woods Private School","15002 LAKEWOOD FOREST DR ","HOUSTON","TX","77070","HARRIS",281-370-8576,"Licensed Center - Child Care Program","Full Permit",7/1/1987,350,"","100555","","N","Y","Y","Y"
"1029406","","The Woods Private School @Cedar Point","13835 CEDAR POINT DR ","HOUSTON","TX","77070","HARRIS",281-320-1985,"Licensed Center - Child Care Program","Full Permit",2/2/2010,119,"","516988","","N","Y","Y","Y"
"416590","","The Yellow School","11612 MEMORIAL DR ","HOUSTON","TX","77024","HARRIS",713-784-0820,"Licensed Center - Child Care Program","Full Permit",9/1/1992,85,"naomib@theyellowschool.org","127106","","N","Y","Y","Y"
"523518","","Thelma Cares Academy","7343 ALABONSON RD ","HOUSTON","TX","77088","HARRIS",713-983-9000,"Licensed Center - Child Care Program","Full Permit",2/27/1998,100,"thelmacaresacademy@sbcglobal.net","147196","","Y","Y","Y","Y"
"1549005","","Theresa  M Williams","12225 FOXTON RD ","HOUSTON","TX","77048","HARRIS",281-989-1300,"Registered Child-Care Home","Full Permit",11/12/2014,12,"TeesTinyTots2004@aol.com","1157776","","Y","Y","Y","Y"
"1624532","","Thi  Le Dinh","4263 WILDACRES DR ","HOUSTON","TX","77072","HARRIS",713-370-1224,"Registered Child-Care Home","Registered",4/13/2016,12,"","1242565","","Y","Y","Y","Y"
"1637903","","Thi Le Hoa Nguyen","10114 CHURCHILL WAY DR ","HOUSTON","TX","77065","HARRIS",281-781-3001,"Registered Child-Care Home","Registered",11/7/2016,12,"","1259347","","Y","Y","Y","Y"
"866252","","Thi My Hong Nguyen","11347 BARRETT BRAE DR ","HOUSTON","TX","77072","HARRIS",281-530-2229,"Registered Child-Care Home","Registered",12/11/2006,12,"","305777","","Y","Y","Y","Y"
"1541760","","Tho Bui","16910 LOCUST SPRINGS DR ","HOUSTON","TX","77095","HARRIS",281-745-8597,"Registered Child-Care Home","Registered",6/26/2014,12,"","1148320","","Y","Y","Y","Y"
"1521428","","Tho Thi Cao","10610 HALIFAX BROOK ST ","HOUSTON","TX","77089","HARRIS",281-730-4799,"Registered Child-Care Home","Registered",9/6/2013,10,"","1119326","","Y","Y","Y","Y"
"547389","","Thoa Kim Thi Nguyen","10342 STAN BROOK DR ","HOUSTON","TX","77089","HARRIS",281-997-0051,"Registered Child-Care Home","Registered",12/23/1999,6,"","164072","","Y","Y","Y","Y"
"813366","","THOA THI TRAN","1114 BEAVER BEND RD ","HOUSTON","TX","77088","HARRIS",281-999-4995,"Registered Child-Care Home","Registered",1/29/2002,12,"","198631","","Y","Y","Y","Y"
"864221","2729","Thompson Elementary YMCA ASP","220 CASA GRANDE DR ","HOUSTON","TX","77060","HARRIS",832-484-9622,"Licensed Center - School Age Program","Full Permit",2/15/2007,60,"Donnie.Cook@ymcahouston.org","302132","","N","N","Y","Y"
"211458","","Three R's Plus","1501 HERKIMER ST ","HOUSTON","TX","77008","HARRIS",713-861-4112,"Licensed Center - Child Care Program","Full Permit",2/14/1986,50,"dgoggan@comcast.net","101437","","Y","Y","Y","Y"
"896369","","Thu Ha  Nguyen","12726 HEATHER LANDING LN ","HOUSTON","TX","77072","HARRIS",281-575-9895,"Registered Child-Care Home","Registered",6/24/2008,12,"","355924","","Y","Y","Y","Y"
"1564936","","Thu Ha Vo","8127 SIENNA TRACE CT ","HOUSTON","TX","77083","HARRIS",713-679-0054,"Registered Child-Care Home","Registered",5/13/2015,12,"","1178698","","Y","Y","Y","Y"
"1619125","","Thu Huong Nguyen","11222 HILLSIDE GLEN TRL ","HOUSTON","TX","77065","HARRIS",832-283-2116,"Registered Child-Care Home","Registered",2/26/2016,12,"","1236636","","Y","Y","Y","Y"
"1637016","","Thu Ngoc Tran","12054 LONGBROOK DR ","HOUSTON","TX","77099","HARRIS",281-594-8491,"Registered Child-Care Home","Registered",11/9/2016,12,"","1258346","","Y","Y","Y","Y"
"236125","","Thu Phan Nguyen","12422 BEAR VALLEY DR ","HOUSTON","TX","77072","HARRIS",281-530-7189,"Registered Child-Care Home","Registered",3/6/2000,12,"","104795","","Y","Y","Y","Y"
"525796","","Thu Thi Nguyen","10519 EVESBOROUGH DR ","HOUSTON","TX","77099","HARRIS",281-564-0012,"Registered Child-Care Home","Registered",12/31/1996,12,"","148889","","Y","Y","Y","Y"
"830523","","Thu Tram T Thach","13319 ALBELIA MEADOWS DR ","HOUSTON","TX","77083","HARRIS",832-790-5749,"Registered Child-Care Home","Registered",8/8/2003,12,"","231445","","Y","Y","Y","Y"
"530711","","Thu Van Thi Nguyen","8422 VILLAGE ROSE LN ","HOUSTON","TX","77072","HARRIS",281-988-8232,"Registered Child-Care Home","Registered",6/20/1997,12,"","151105","","Y","Y","Y","Y"
"829819","","THU-THUY THI TRAM","13807 SUNSET VIEW DR ","HOUSTON","TX","77083","HARRIS",281-568-4812,"Registered Child-Care Home","Registered",7/30/2003,12,"","229981","","Y","Y","Y","Y"
"832612","","THU-VAN THI BUI","16807 PRICE GROVE LN ","HOUSTON","TX","77095","HARRIS",925-413-7370,"Registered Child-Care Home","Registered",11/14/2003,12,"","235715","","Y","Y","Y","Y"
"864843","","Thuan Thi Nguyen","3015 SUNSET LANDING DR ","KATY","TX","77449","HARRIS",281-676-8149,"Registered Child-Care Home","Registered",10/18/2006,12,"","303278","","Y","Y","Y","Y"
"540732","","Thuong Thi Doan","12059 FAIRPOINT DR ","HOUSTON","TX","77099","HARRIS",281-983-9469,"Registered Child-Care Home","Registered",1/15/1999,12,"","158910","","Y","Y","Y","Y"
"1633976","","Thuy  Nguyen","12803 LODENBRIAR DR ","HOUSTON","TX","77072","HARRIS",713-444-9151,"Registered Child-Care Home","Registered",9/2/2016,10,"","1255145","","N","N","N","Y"
"1446486","","Thuy  Thi Nguyen","10026 DEER TRACK CT ","HOUSTON","TX","77064","HARRIS",832-602-8377,"Registered Child-Care Home","Registered",5/18/2012,12,"","1025569","","Y","Y","Y","Y"
"1553014","","Thuy An Vo","14902 ARABIAN CIR ","HOUSTON","TX","77084","HARRIS",409-736-8549,"Registered Child-Care Home","Registered",11/12/2014,12,"","1162615","","Y","Y","Y","Y"
"867677","","THUY ANH TRAN","13702 ELDRIDGE VALLEY DR ","HOUSTON","TX","77083","HARRIS",281-777-9174,"Registered Child-Care Home","Registered",1/4/2007,12,"","308343","","Y","Y","Y","Y"
"1596699","","Thuy Kim Nguyen","12027 GOLDEN LODGE LN ","HOUSTON","TX","77066","HARRIS",832-436-8654,"Registered Child-Care Home","Registered",10/21/2015,9,"","1212582","","Y","Y","Y","Y"
"1629362","","Thuy Lam","19423 DAWN CANYON RD ","HOUSTON","TX","77084","HARRIS",281-599-3784,"Registered Child-Care Home","Registered",7/1/2016,12,"","1249421","","Y","Y","Y","Y"
"1496215","","Thuy Ngan Thi Nguyen","2730 MAGNOLIA HILL TRL ","HOUSTON","TX","77038","HARRIS",281-536-5586,"Registered Child-Care Home","Registered",8/17/2012,12,"","1089188","","Y","Y","Y","Y"
"1004566","","Thuy Ngoc Huynh","7319 VINEWOOD LN ","HOUSTON","TX","77072","HARRIS",281-879-9136,"Registered Child-Care Home","Registered",7/20/2009,12,"","488769","","Y","Y","Y","Y"
"1540757","","Thuy T Ngo","4119 DEER LEAP DR ","HOUSTON","TX","77084","HARRIS",832-235-8358,"Registered Child-Care Home","Registered",6/6/2014,12,"","1146724","","Y","Y","Y","Y"
"844407","","Thuy T Nguyen","7014 WESTOVER RIDGE DR ","HOUSTON","TX","77072","HARRIS",281-498-4721,"Registered Child-Care Home","Registered",1/4/2005,12,"","261791","","N","N","N","N"
"1603776","","Thuy Thanh Nguyen","6227 S BAYOU KNOLL DR ","HOUSTON","TX","77072","HARRIS",832-836-7821,"Registered Child-Care Home","Registered",12/1/2015,10,"","1219479","","N","Y","Y","Y"
"523976","","THUY THANH TRAN","2110 BIVENS BROOK DR ","HOUSTON","TX","77067","HARRIS",281-591-7398,"Registered Child-Care Home","Registered",8/8/1996,12,"","147552","","Y","Y","Y","Y"
"859212","","THUY THI HA","4619 MALLARD LANDING CT ","HOUSTON","TX","77066","HARRIS",832-375-1633,"Registered Child-Care Home","Registered",4/24/2006,12,"","292703","","Y","Y","Y","Y"
"1286307","","Thuy Ton Nu","12827 TEAL OAKS LN ","HOUSTON","TX","77041","HARRIS",713-896-6086,"Registered Child-Care Home","Registered",2/11/2011,12,"","831449","","Y","Y","Y","Y"
"815280","","THUY-AN  LUU","11118 CANYON BROOK CT ","HOUSTON","TX","77065","HARRIS",281-807-5273,"Registered Child-Care Home","Registered",4/8/2002,12,"","202253","","Y","Y","Y","Y"
"1333826","","TiDorre's Academy","6323 MOUNTAIN PINES LN ","KATY","TX","77449","HARRIS",281-717-4082,"Licensed Child-Care Home","Full Permit",11/4/2011,12,"","891368","","Y","Y","Y","Y"
"1630034","","Tien Huynh","1226 SUMMER PARK LN ","KATY","TX","77450","HARRIS",281-769-1808,"Registered Child-Care Home","Registered",7/26/2016,12,"","1250230","","Y","Y","Y","Y"
"1573660","","Tiffany  Coulter","6743 RENATA CIR ","HOUSTON","TX","77084","HARRIS",832-931-5409,"Registered Child-Care Home","Registered",6/12/2015,12,"","1187246","","Y","Y","Y","Y"
"1522977","","Tiffany  Johnson-Jenkins","19638 CHESTNUT BROOK CT ","HOUSTON","TX","77084","HARRIS",832-921-2837,"Registered Child-Care Home","Registered",8/20/2013,12,"","1121479","","N","Y","Y","Y"
"1568738","","Tiffany Lathette Thompson","3422 HALLE TRACE LN ","HOUSTON","TX","77047","HARRIS",832-589-6191,"Registered Child-Care Home","Registered",6/4/2015,12,"","1182204","","Y","Y","Y","Y"
"875513","","Tiger Land Day Care Center","5315 E 5TH ST ","KATY","TX","77493","HARRIS",281-391-8750,"Licensed Center - Child Care Program","Full Permit",12/19/2007,250,"","319334","","Y","Y","Y","Y"
"1074786","","Tiger's Den Martial Arts & Fitness Clear Lake, LLC","915 OAKGROVE DR ","HOUSTON","TX","77058","HARRIS",281-480-2222,"Licensed Center - Child Care Program","Full Permit",5/17/2010,136,"tigersdenmartialarts@gmail.com","570748","","N","N","Y","Y"
"1390506","","Tiger's Den Martial Arts & Fitness-Seabrook","2004 BAYPORT BLVD ","SEABROOK","TX","77586","HARRIS",281-474-3300,"Licensed Center - School Age Program","Full Permit",11/13/2012,120,"","958548","","N","N","N","Y"
"1497912","","Timber Creek YMCA","8455 CREEKSIDE GREEN DR ","SPRING","TX","77389","HARRIS",,"Licensed Center - School Age Program","Full Permit",2/28/2013,51,"","1091508","","N","N","N","Y"
"1406226","","Tin Thi Nguyen","6507 WINTER GARDEN CT ","HOUSTON","TX","77083","HARRIS",832-798-5886,"Registered Child-Care Home","Registered",2/13/2012,12,"","976729","","Y","Y","Y","Y"
"816519","","TINA  DO","10710 ALLENS LANDING DR ","HOUSTON","TX","77065","HARRIS",281-469-7521,"Registered Child-Care Home","Registered",6/3/2002,12,"","204601","","Y","Y","Y","Y"
"1620880","","Tina  Loflin","16810 GRAMPIN DR ","HOUSTON","TX","77084","HARRIS",832-455-8998,"Registered Child-Care Home","Registered",3/29/2016,12,"","1238787","","Y","Y","Y","Y"
"1618277","","Tina Jordan","16634 BLUEFIN ST ","CROSBY","TX","77532","HARRIS",832-498-7905,"Licensed Child-Care Home","Full Permit",9/9/2016,12,"","1235519","","Y","Y","Y","Y"
"828851","","TINH THI VU","7803 SAWMILL TRL ","HOUSTON","TX","77040","HARRIS",713-466-3990,"Registered Child-Care Home","Registered",6/11/2003,12,"","227900","","Y","Y","Y","Y"
"1521278","","Tiny Feet  Child Care","11360 WESTHEIMER RD ","HOUSTON","TX","77077","HARRIS",281-531-0800,"Licensed Center - Child Care Program","Full Permit",1/29/2014,27,"","1119073","","Y","Y","Y","Y"
"536911","","Tiny Land Learning Academy","7411 CRESTMONT ST ","HOUSTON","TX","77033","HARRIS",713-643-1409,"Licensed Center - Child Care Program","Full Permit",11/17/1998,30,"","155937","","Y","Y","Y","Y"
"1509688","","Tiny Starrs Learning Center of Katy, Inc.","1806 AVENUE D STE 101-102","KATY","TX","77493","HARRIS",281-391-9509,"Licensed Center - Child Care Program","Full Permit",8/20/2013,90,"","1105384","","Y","Y","Y","Y"
"1596118","","Tiny Tigers Preschool","11735 GRANT RD ","CYPRESS","TX","77429","HARRIS",281-251-0464,"Licensed Center - Child Care Program","Full Permit",7/11/2016,30,"","1211901","","Y","Y","Y","Y"
"1567078","","Tiny Tots Childcare Center, LLC","620 MAXEY RD ","HOUSTON","TX","77013","HARRIS",281-658-0607,"Licensed Center - Child Care Program","Full Permit",12/11/2015,131,"","1180749","","Y","Y","Y","Y"
"1515693","","Tiny Treasures Child Care Center","5630 N ELDRIDGE PKWY STE 500","HOUSTON","TX","77041","HARRIS",713-937-8333,"Licensed Center - Child Care Program","Full Permit",7/3/2013,126,"amburke04@hotmail.com","1112221","","Y","Y","Y","Y"
"1379767","","TNT Learning Academy","12031 BLUE MOUNTAIN DR ","HOUSTON","TX","77067","HARRIS",281-836-5631,"Licensed Child-Care Home","Full Permit",4/25/2012,12,"dennis_family2121@sbcglobal.net","945929","","Y","Y","Y","Y"
"418215","","Toddler House # 7","16610 CHARTERSTONE DR ","HOUSTON","TX","77070","HARRIS",281-376-9955,"Licensed Center - Child Care Program","Full Permit",4/6/1993,99,"thetoddlerhouse@sbcglobal.net","128484","","Y","Y","Y","Y"
"60428","","Toddler House 5","150 E WEST RD ","HOUSTON","TX","77060","HARRIS",281-448-0515,"Licensed Center - Child Care Program","Full Permit",5/28/1987,75,"thetoddlerhouse@sbcglobal.net","95358","","Y","Y","Y","Y"
"61139","","Toddler House INC No 4","2215 W 34TH ST ","HOUSTON","TX","77018","HARRIS",713-681-3422,"Licensed Center - Child Care Program","Full Permit",3/18/1987,140,"thetoddlerhouse@sbcglobal.net","95407","","Y","Y","Y","Y"
"118950","","Toddler House No 6","6606 W 43RD ST ","HOUSTON","TX","77092","HARRIS",713-462-5093,"Licensed Center - Child Care Program","Full Permit",4/24/1987,125,"thetoddlerhouse@sbcglobal.net","96256","","Y","Y","Y","Y"
"514970","","TOMASA ARIZA","15946 MANFIELD DR ","HOUSTON","TX","77082","HARRIS",281-497-1759,"Registered Child-Care Home","Registered",5/20/1995,12,"","140817","","Y","Y","Y","Y"
"531459","","Tomball Elementary Afterschool Program","1110 INWOOD ST ","TOMBALL","TX","77375","HARRIS",281-469-1481,"Licensed Center - School Age Program","Full Permit",9/2/1998,40,"chevelad@ymcahouston.org","151696","","N","N","N","Y"
"1220690","","Tomball Intermediate  YMCA  Afterschool","523 W MAIN ST ","TOMBALL","TX","77375","HARRIS",281-995-1829,"Licensed Center - School Age Program","Full Permit",3/21/2011,40,"Jennifer.Kay@ymcahouston.org","751832","","N","N","N","Y"
"836520","","Tomball Joy School","29510 TOMBALL PKWY ","TOMBALL","TX","77375","HARRIS",281-255-4555,"Licensed Center - Child Care Program","Full Permit",2/26/2004,115,"","244576","","Y","Y","Y","Y"
"1446307","","Tomorrows Future Development Ctr","8514 C E KING PKWY STE F","HOUSTON","TX","77044","HARRIS",281-459-1000,"Licensed Center - Child Care Program","Full Permit",11/15/2012,112,"","1025269","","Y","Y","Y","Y"
"1570339","","Tondra Latasca Wallace","831 FOREST HILLSIDE LN ","HOUSTON","TX","77067","HARRIS",713-391-0393,"Registered Child-Care Home","Registered",6/10/2015,12,"","1184070","","Y","Y","Y","Y"
"132548","","Torah Day School","10900 FONDREN RD ","HOUSTON","TX","77096","HARRIS",713-777-2000,"Licensed Center - Child Care Program","Full Permit",4/6/1986,40,"","96789","","N","Y","Y","Y"
"1600458","","Torrinal Kelly","18931 DEE WOODS DR ","HUMBLE","TX","77346","HARRIS",303-261-6682,"Registered Child-Care Home","Registered",11/9/2015,12,"torrinal1@yahoo.com","1216059","","Y","Y","Y","Y"
"1404788","","Tot Thi Pham","8502 ROOS RD ","HOUSTON","TX","77036","HARRIS",832-331-5140,"Registered Child-Care Home","Registered",1/13/2012,12,"","975111","","Y","Y","Y","Y"
"1283686","","Touch Of Class Day Care","1019 FRANCITAS DR ","HOUSTON","TX","77038","HARRIS",832-335-3251,"Licensed Child-Care Home","Full Permit",11/4/2011,12,"pastormishathomas@gmail.com","828368","","Y","Y","Y","Y"
"1561025","","Tracey Michelle Townsend","12334 GAYLAWOOD DR ","HOUSTON","TX","77066","HARRIS",832-878-2466,"Registered Child-Care Home","Registered",5/14/2015,12,"","1173475","","Y","Y","Y","Y"
"1626853","","Tracie Tyrelle Lewis","4606 SILVER FOX DR ","HOUSTON","TX","77066","HARRIS",832-949-0971,"Registered Child-Care Home","Registered",8/30/2016,12,"","1245797","","Y","Y","Y","Y"
"1157086","","Tracy Linna Meadows","3422 W RAINMILL DR ","KATY","TX","77449","HARRIS",832-516-3582,"Registered Child-Care Home","Registered",6/21/2010,12,"tomsfamily4@sbcglobal.net","674429","","N","Y","Y","Y"
"1638456","","TRAM T BICH DO","9426 ROWAN OAK LN ","HOUSTON","TX","77095","HARRIS",281-726-3555,"Registered Child-Care Home","Registered",11/30/2016,12,"","1260133","","Y","Y","Y","Y"
"891353","","Tram Tran","8815 MARTIN HEIGHTS DR ","HOUSTON","TX","77031","HARRIS",713-995-7251,"Registered Child-Care Home","Registered",3/27/2008,12,"","348245","","Y","Y","Y","Y"
"1644356","","TRAN NHAT HUA","11111 BANDIT TRAIL DR ","HOUSTON","TX","77095","HARRIS",832-530-9069,"Registered Child-Care Home","Registered",1/20/2017,12,"","1266981","","Y","Y","Y","Y"
"1535724","","Traneshia  Daniels","5738 THRUSH DR ","HOUSTON","TX","77033","HARRIS",713-731-8804,"Registered Child-Care Home","Registered",4/21/2014,12,"","1139270","","N","Y","Y","Y"
"1546945","","Trang Kim Ho","9907 WILLOW CROSSING DR ","HOUSTON","TX","77064","HARRIS",832-640-5207,"Registered Child-Care Home","Registered",8/21/2014,12,"","1154987","","Y","Y","Y","Y"
"1536930","","Trang Pham Duong","16850 ANNA GREEN ST ","HOUSTON","TX","77084","HARRIS",832-997-1232,"Registered Child-Care Home","Registered",4/25/2014,12,"","1141103","","Y","Y","Y","Y"
"825381","","Trang Thuy Thi Thai","13923 PROSPERITY RIDGE DR ","HOUSTON","TX","77048","HARRIS",713-493-8983,"Registered Child-Care Home","Registered",3/17/2003,12,"","221100","","Y","Y","Y","Y"
"888283","","Trang Thuy Vu Bui","10414 CLAYBROOK DR ","HOUSTON","TX","77089","HARRIS",281-997-5456,"Registered Child-Care Home","Registered",1/14/2008,12,"","343121","","Y","Y","Y","Y"
"1206247","","Trasheena Nicole Sherrod","5011 COLONY HURST TRL ","SPRING","TX","77373","HARRIS",832-813-5529,"Registered Child-Care Home","Registered",10/21/2010,12,"Resting01place@aol.com","734972","","Y","Y","Y","Y"
"847870","","Treasure Town Academy","5929 MOHAWK ST ","HOUSTON","TX","77016","HARRIS",281-449-5098,"Licensed Center - Child Care Program","Full Permit",4/1/2005,74,"dmitchell0628@gmail.com","269414","","Y","Y","Y","Y"
"843327","","Tree House Academy","21930 CHESTERWICK DR ","KATY","TX","77450","HARRIS",281-693-5437,"Licensed Center - Child Care Program","Full Permit",3/14/2005,256,"tha.katy@yahoo.com","259506","","Y","Y","Y","Y"
"1628293","","Treehouse Kidz Daycare","11403 HALL RD ","HOUSTON","TX","77089","HARRIS",832-664-9055,"Licensed Center - Child Care Program","Renewed Initial",12/9/2016,40,"","1247881","","Y","Y","Y","Y"
"1639988","","Treehouse Learning Center","5204 SPRUCE ST ","BELLAIRE","TX","77401","HARRIS",832-516-7677,"Licensed Center - Child Care Program","Initial",11/15/2016,58,"info@treehousebellaire.com","1261926","","Y","Y","Y","Y"
"1502537","","Tricia Ann Cotton","348 E SAINT CHARLES DR ","CROSBY","TX","77532","HARRIS",832-445-6072,"Registered Child-Care Home","Registered",11/30/2012,12,"","1096916","","Y","Y","Y","Y"
"822844","","TRINH  PHAM","6026 CENTRAL FALLS DR ","HOUSTON","TX","77041","HARRIS",832-287-1998,"Registered Child-Care Home","Registered",11/13/2002,12,"","216360","","Y","Y","Y","Y"
"1359727","","Trinh  Tran","6627 VARICK CT ","HOUSTON","TX","77064","HARRIS",832-577-6536,"Registered Child-Care Home","Registered",8/17/2011,12,"","922750","","Y","Y","Y","Y"
"831929","","Trinh Tuyet Nguyen","9631 BLACKHAWK BLVD ","HOUSTON","TX","77075","HARRIS",832-260-5066,"Registered Child-Care Home","Registered",8/28/2003,12,"","234264","","Y","Y","Y","Y"
"523357","","Trinity Lutheran Childrens Ctr","1316 WASHINGTON AVE ","HOUSTON","TX","77002","HARRIS",713-224-3207,"Licensed Center - Child Care Program","Full Permit",1/2/1997,149,"tgarrett@trinitydt.org","147074","","Y","Y","Y","N"
"189510","","Trinity Lutheran School Extended Care","18926 KLEIN CHURCH RD ","SPRING","TX","77379","HARRIS",281-376-5444,"Licensed Center - Child Care Program","Full Permit",9/16/1986,80,"","99612","","Y","Y","Y","Y"
"864406","","Triumph Christian Academy","4740A W OREM DR ","HOUSTON","TX","77045","HARRIS",713-433-0003,"Licensed Center - Child Care Program","Full Permit",2/2/2007,90,"eel1jr@earthlink.net","302468","","Y","Y","Y","Y"
"35529","2729","Trotter YMCA Child Care Center","1331 AUGUSTA DR ","HOUSTON","TX","77057","HARRIS",713-781-2980,"Licensed Center - School Age Program","Full Permit",7/7/1986,350,"","94602","","N","N","Y","Y"
"1644919","","Truc Mai T Le","6110 GLADEWELL DR ","HOUSTON","TX","77072","HARRIS",832-858-1305,"Registered Child-Care Home","Registered",1/17/2017,12,"maitrucle2015@yahoo.com","1267499","","N","N","Y","Y"
"1618596","","True Love Childcare","40 WILSON RD STE AA","HUMBLE","TX","77338","HARRIS",281-318-7027,"Licensed Center - Before/After School Program","Full Permit",9/30/2016,68,"","1235938","","N","N","N","Y"
"1326607","","True Love Childcare","19333 HIGHWAY 59 N STE 325","HUMBLE","TX","77338","HARRIS",281-319-5300,"Licensed Center - Child Care Program","Full Permit",7/1/2011,51,"excellence@TLCHUMBLE.org","882011","","Y","Y","Y","Y"
"1510461","","Truly Blessed Academy","350 VICTORIA DR ","HOUSTON","TX","77022","HARRIS",713-697-0755,"Licensed Center - Child Care Program","Full Permit",3/27/2014,29,"","1106341","","Y","Y","Y","Y"
"1595456","","Truly Blessed Academy #2","6717 STUEBNER AIRLINE RD STE 202","HOUSTON","TX","77091","HARRIS",832-409-5563,"Licensed Center - Child Care Program","Full Permit",6/2/2016,58,"trulyblessedacademy2@yahoo.com","1211258","","Y","Y","Y","Y"
"1564736","","Truong Le","7223 GLACIER CREEK LN ","HOUSTON","TX","77083","HARRIS",832-560-6375,"Registered Child-Care Home","Registered",5/13/2015,12,"","1178518","","Y","Y","Y","Y"
"956827","","Tu Kim Thach","4007 RENWOOD FRST ","HOUSTON","TX","77084","HARRIS",281-550-4031,"Registered Child-Care Home","Registered",3/12/2009,12,"","431130","","Y","Y","Y","Y"
"893001","","Tu Thanh Vu","3502 DERBYHALL DR ","HOUSTON","TX","77066","HARRIS",281-580-2438,"Registered Child-Care Home","Registered",4/1/2008,12,"","350885","","N","Y","Y","Y"
"1142887","","Tu Thi Nguyen","11119 MISSY FALLS DR ","HOUSTON","TX","77065","HARRIS",281-970-8714,"Registered Child-Care Home","Registered",6/14/2010,12,"","656449","","Y","Y","Y","Y"
"1544545","","Tuat Nguyen","7407 FOUNTAINCREST DR ","HOUSTON","TX","77041","HARRIS",281-928-9899,"Registered Child-Care Home","Registered",8/11/2014,12,"","1152051","","Y","Y","Y","Y"
"535606","","TUOI THI VU","6931 VICKIE SPRINGS LN ","HOUSTON","TX","77086","HARRIS",281-931-8718,"Registered Child-Care Home","Registered",4/24/1998,12,"","154902","","Y","Y","Y","Y"
"400120","","TUONG THI TRAN","6426 GUSTY TRAIL LN ","HOUSTON","TX","77041","HARRIS",713-937-8430,"Registered Child-Care Home","Registered",9/26/1989,12,"","115866","","Y","Y","Y","Y"
"820548","","Tuong-Vi Thi Hoang","18818 LANTERN COVE LN ","TOMBALL","TX","77375","HARRIS",713-584-3877,"Registered Child-Care Home","Registered",9/17/2002,12,"","212224","","Y","Y","Y","Y"
"846660","","Tuy Linh  Nguyen","13807 AUDRA LN ","HOUSTON","TX","77083","HARRIS",281-575-1314,"Registered Child-Care Home","Registered",3/18/2005,12,"","266693","","Y","Y","Y","Y"
"826265","","Tuy Thi Le","12107 COUNTRY ORCHARD LN ","HOUSTON","TX","77089","HARRIS",281-965-1824,"Registered Child-Care Home","Registered",4/4/2003,12,"","222865","","Y","Y","Y","Y"
"218629","","Tuyen Kim Thi Vu","708 PARK TRAIL VIS ","HOUSTON","TX","77019","HARRIS",713-654-4076,"Registered Child-Care Home","Registered",3/31/1987,12,"","102234","","Y","Y","Y","Y"
"1556391","","Tuyen Ly","14906 APPALOOSA AVE ","HOUSTON","TX","77084","HARRIS",281-345-9362,"Registered Child-Care Home","Registered",12/18/2014,12,"","1166878","","Y","Y","Y","Y"
"894509","","Tuyet Anh Nguyen","9710 SHEPPERTON CT ","HOUSTON","TX","77065","HARRIS",281-970-5751,"Registered Child-Care Home","Registered",5/30/2008,12,"","353290","","Y","Y","Y","Y"
